Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2020,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,627,669,707,407,481,409,577,582,598,553,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,5,0,2,0,2,4,2,4,2,1,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,1,0,1,0,1,0,1,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,1,0,1,4,0,1,0,0,1,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,1,1,0,1,1,0,3,3,1,2,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,5,9,5,3,0,3,4,6,4,8,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,1,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,1,1,0,1,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,2,0,2,8,2,0,7,11,0,8,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,17,17,10,0,0,3,0,2,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,120,126,120,46,72,129,128,125,140,104,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,22,31,38,13,12,26,13,37,24,29,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,4,0,0,0,2,0,1,4,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,3,0,2,0,4,1,9,0,11,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,1,1,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,1,2,1,2,0,0,0,1,0,,
2020,3,Baja California Sur,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,17,21,20,4,3,15,9,11,22,12,,
2020,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,0,0,1,0,,
2020,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,1,0,0,0,0,0,,
2020,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,2,0,1,,
2020,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,7,14,15,10,17,15,15,19,18,21,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,29,35,25,15,12,19,30,23,24,26,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,8,9,15,8,3,9,14,15,13,7,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,1,5,0,2,0,0,1,0,1,1,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,13,18,25,4,12,12,20,17,13,21,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,9,2,3,1,3,3,4,6,6,5,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,11,10,8,2,9,10,6,6,11,3,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a casa habitación,Con violencia,2,0,1,0,1,0,0,0,1,2,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a casa habitación,Sin violencia,134,96,111,73,65,75,104,69,115,111,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,1,0,0,0,1,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,67,59,46,26,35,58,42,43,45,57,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,7,1,11,8,4,7,16,8,14,6,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de autopartes,Sin violencia,1,2,2,2,2,1,2,1,5,4,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,0,0,0,1,1,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,11,18,21,8,5,6,16,8,10,10,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,4,3,5,1,2,1,2,4,3,6,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,5,10,8,3,0,6,6,6,5,7,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,2,0,1,0,1,1,0,1,3,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público individual,Con violencia,2,1,3,0,1,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,1,1,0,0,0,0,0,0,2,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,1,1,0,0,0,0,0,0,2,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,1,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,1,1,0,0,0,1,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,1,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a negocio,Con violencia,14,15,28,34,15,12,10,6,7,17,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo a negocio,Sin violencia,58,53,50,39,31,32,38,35,40,46,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de ganado,Sin violencia,7,8,9,5,9,12,6,2,10,12,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,0,1,0,1,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",1,0,1,1,1,0,1,0,1,3,,
2020,3,Baja California Sur,El patrimonio,Robo,Otros robos,Con violencia,22,27,24,18,11,18,16,12,16,18,,
2020,3,Baja California Sur,El patrimonio,Robo,Otros robos,Sin violencia,332,267,251,140,154,229,235,186,196,198,,
2020,3,Baja California Sur,El patrimonio,Fraude,Fraude,Fraude,104,82,88,45,75,74,74,93,99,84,,
2020,3,Baja California Sur,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,19,23,33,13,20,22,29,20,19,25,,
2020,3,Baja California Sur,El patrimonio,Extorsión,Extorsión,Extorsión,16,7,8,7,3,4,9,2,9,8,,
2020,3,Baja California Sur,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,122,126,102,72,68,117,110,95,102,91,,
2020,3,Baja California Sur,El patrimonio,Despojo,Despojo,Despojo,24,24,33,10,31,39,45,31,32,38,,
2020,3,Baja California Sur,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,3,9,15,12,7,21,4,11,10,11,,
2020,3,Baja California Sur,La familia,Violencia familiar,Violencia familiar,Violencia familiar,174,191,247,163,152,254,224,192,278,248,,
2020,3,Baja California Sur,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,2,3,0,0,0,0,0,0,1,,
2020,3,Baja California Sur,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,65,61,58,13,30,43,62,73,90,71,,
2020,3,Baja California Sur,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,27,15,25,17,22,20,21,25,20,20,,
2020,3,Baja California Sur,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,3,5,7,3,6,3,1,2,4,5,,
2020,3,Baja California Sur,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0,0,0,1,0,,
2020,3,Baja California Sur,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,0,1,0,0,0,0,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,33,49,51,25,29,39,42,23,40,37,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,115,117,117,71,95,148,113,118,124,106,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,16,7,8,20,7,9,19,13,17,8,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,0,0,1,1,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,6,9,6,5,3,6,8,6,7,7,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,7,6,16,2,1,7,9,17,16,11,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,1,0,1,0,0,0,0,0,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,21,24,23,22,21,28,13,27,32,23,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0,0,0,0,0,,
2020,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,98,59,74,42,74,61,60,34,44,49,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,3,5,2,3,2,3,6,3,3,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,4,1,1,1,2,2,1,3,4,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,2,2,0,2,1,2,2,1,2,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,3,4,8,1,3,1,4,0,3,2,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,1,0,0,0,1,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,3,1,2,0,3,0,1,1,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,1,2,1,0,1,2,1,1,0,1,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,6,6,5,3,1,5,0,3,3,7,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,5,6,6,2,5,7,7,6,3,5,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,0,1,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,1,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,1,2,2,1,1,4,0,2,1,,
2020,4,Campeche,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,0,1,0,0,,
2020,4,Campeche,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,1,0,0,,
2020,4,Campeche,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,4,1,1,2,3,1,0,1,0,2,,
2020,4,Campeche,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,9,7,3,2,1,2,4,3,7,6,,
2020,4,Campeche,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,1,,
2020,4,Campeche,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,5,7,8,1,3,2,2,3,6,7,,
2020,4,Campeche,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,15,15,18,6,6,6,5,14,15,18,,
2020,4,Campeche,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,,
2020,4,Campeche,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,2,2,0,1,1,1,3,1,3,4,,
2020,4,Campeche,El patrimonio,Robo,Robo a casa habitación,Con violencia,3,0,3,1,1,1,1,0,3,0,,
